-2.6654432, 47.4921528
-2.6523905, 47.5005034
-2.6400247, 47.4977200
-2.6043013, 47.4926168
-2.5891875, 47.5097803
-2.5452202, 47.5051421
-2.5342284, 47.5102442
-2.5108708, 47.4916889
-2.4971310, 47.4666288
-2.5101838, 47.4554872
-2.4875132, 47.4355192
-2.4662165, 47.4392347
-2.4586597, 47.4331968
-2.5076273, 47.4039264
-2.5646474, 47.3792894
-2.5649597, 47.3723146
-2.5323459, 47.3546410
-2.5113745, 47.3341694
-2.5141225, 47.3081031
-2.5539678, 47.3025158
-2.5539678, 47.2857503
-2.4179441, 47.2559320
-2.3739768, 47.2699114
-2.2956601, 47.2242315
-2.2654326, 47.2335572
-2.2283352, 47.2410165
-2.1912378, 47.2326247
-2.1678788, 47.2027764
-2.1761227, 47.1794457
-2.2056715, 47.1701106
-2.2413949, 47.1542371
-2.2413949, 47.1271478
-2.1603302, 47.1168689
-2.1122410, 47.0841503
-2.0985012, 47.0701218
-2.0916313, 47.0345666
-2.1328507, 47.0177164
-2.2056715, 47.0083528
-2.2276551, 47.0205251
-2.2647525, 47.0345666
-2.3059718, 47.0280143
-2.3087198, 46.9858736
-2.2178588, 46.9324477
-2.1520863, 46.8141588
-1.9459335, 46.6748833
-1.8182099, 46.4898835
-1.6450887, 46.4085109
-1.5145609, 46.3914640
-1.4692196, 46.3308098
-1.3719328, 46.3402914
-1.3156245, 46.2786312
-1.2134430, 46.2710375
-0.7627784, 46.2862239
-0.5154625, 46.2900199
-0.0153347, 46.1075173
0.5617357, 46.0503610
0.8578423, 46.1493944
1.2535477, 46.3620930
1.8086346, 46.5588603
2.3582255, 46.6720565
3.6882355, 46.7436250
4.7544419, 46.8714582
5.3699838, 46.9089984
5.5073815, 47.0663803
5.8646156, 47.2344896
6.4197024, 47.3499890
7.2990479, 47.3871931
7.5142861, 47.6394850
